UNITID_P,Latitude,Longitude
153533001,43.3971588,-94.81718028378953
153533002,43.123754,-94.692729
153603002,46.3144754,11.0480288
153603003,46.3144754,11.0480288
153630002,40.739141,-95.02719573469388
153630003,41.4038492244898,-95.01173408163264
153630004,40.766018,-95.378525
153658003,41.58588195,-93.6330320492719
153737001,41.917456092587486,-91.656552
153737002,42.16875959007941,-92.0245565114992
153737003,41.7806464,-91.12740307058824
153737004,41.64400005753665,-91.50888502744247
153737005,42.2102523,-91.1857444
153737006,41.30969790012393,-91.7204030307614
153737009,42.0449532,-91.6960522570009
153737010,41.708385,-91.596309
153746001,42.5149668,-92.43408202358174
153764001,41.660729,-93.7385158
153782001,42.50112151105542,-94.1645287622368
153861001,41.0175318,-91.9673678
153922001,42.001606,-92.912335
154059001,43.162585,-93.130111
154156001,41.54052885,-93.81504290573564
154174003,37.40978155,-121.9416637568207
154235002,41.576681,-90.549661
154235004,41.54235425,-90.59167667249284
154235008,41.539668000000006,-90.59184699358974
154332001,41.5956387,-90.5701527
154350001,41.36657,-93.565115
154378002,40.4201431,-91.39956673552147
154396001,41.07418365,-94.37939075297838
154396002,41.0268291,-95.22760210034808
154396003,41.0239013,-93.80264977724474
154448001,41.57487004081633,-90.53938673469388
154457001,42.443527680567136,-96.36730014779884
154466001,41.23596,-95.857737
154493005,41.53596390045249,-90.5207720678733
154493006,42.503247734501365,-92.39551988448692
154493011,30.846664,-93.289145
154493020,30.445552,-91.108364
154536001,42.48462216505765,-90.69059475746477
154572002,42.7688333,-95.5565732
154590001,41.3088793,-92.64844745596788
154642001,37.938218250000006,-95.39525872975244
154642002,38.758489,-95.834793
154697003,39.3383905,-94.92047537956648
154697004,39.028518,-96.801269
154721001,38.5810524,-97.67209728576788
154925002,37.038804,-95.633871
154925003,37.169165,-94.85961
154934001,39.28923596875,-101.0554211875
155052002,38.404914857142856,-96.18297542857142
155052003,38.40531574969831,-96.18256688831616
155098001,37.8164278,-94.715548
155104001,37.9700085,-100.84966825
155159001,38.885374255504686,-99.31378771457368
155186002,39.2094103,-96.28783585
155186003,39.07509833333333,-95.39675433333332
155186004,39.84501238775511,-96.18584948979591
155195001,38.06662165,-97.91993571739356
155195003,38.3710214744379,-97.62617409076464
155195004,38.0498162572077,-97.34293069407433
155201002,37.22508408988764,-95.73837046067416
155210002,38.85240185,-94.83074738238491
155210003,38.97219385,-94.69837341428024
155210004,38.902708,-94.683225
155210005,39.015032,-94.686616
155283001,38.93505487552554,-94.6033882388856
155292001,39.116747,-94.746812
155292005,39.1176733,-94.73510832461147
155317001,38.9561838,-95.2436836
155317002,38.89991505,-94.72657922045454
155317003,39.05627,-94.6075173
155317004,37.7016,-97.3156
155317005,38.8322921,-97.6103762526024
155317008,38.871066,-99.29831495959596
155317009,37.33758890577951,-95.2676283982516
155353003,39.03391,-94.3740145
155423001,39.04380775510204,-95.75002506122448
155566001,37.66950355,-95.4640409182686
155566002,38.622965,-95.256056
155593002,38.879766700000005,-99.29100159547394
155812002,38.9278868,-94.63729385379902
155830001,38.794437428575634,-97.63449077502815
155900002,37.6432615,-97.2444128
156107008,37.6631747,-97.2897208
156107010,37.755384,-97.459032
156107011,37.68828016083051,-97.32896512228312
156107012,37.734164904761904,-97.280532
156125002,37.68828016083051,-97.32896512228312
156125003,37.6632069,-97.290997
156125005,37.75607842659595,-97.22648388120824
156189001,37.335048,-82.874428
156222003,35.119355,-89.9125268
156222005,39.00267479271686,-104.81053147510003
156231002,38.462092,-82.673433
156286002,38.20404055,-85.68156137194896
156310001,36.979823,-86.467825
156310002,39.78422024390244,-85.79212845296166
156310003,40.181844,-85.424563
156310004,39.7087064,-86.08328073019683
156310005,39.6991669,-86.3728856
156310006,38.2084274,-85.59937453996281
156338004,36.977885,-85.913288
156338005,37.042843,-86.3219853
156338006,36.7114876,-86.52032
156365002,37.58808288489209,-85.74563341007195
156365007,37.316749,-84.939549
156392006,38.01114716984966,-84.1905540887444
156392009,38.2682523,-84.511999
156392010,38.0972623,-84.4202686
156426001,37.9802807,-84.548468
156471001,38.2811482,-85.49863594311327
156541002,39.0086951058916,-84.64037484631002
156648003,37.698605,-85.196427
156727001,38.05010795,-84.69580269568345
156745001,38.2079,-84.554954
156754001,37.006928,-85.91494
156790003,37.55447935,-83.3811671045962
156790004,37.16356020137108,-83.37640929970397
156842001,38.2831176,-85.5680711
156921001,38.2460219,-85.75362599554452
156921006,37.97223520542382,-85.69216614435375
157021003,37.47235975,-82.52821445000001
157058001,38.198783,-84.860551
157076001,37.744942,-87.115575
157085002,38.08187547625983,-84.72885837512379
157085003,38.1042593,-84.4868219516367
157085005,37.97365865,-84.5348737508555
157085006,37.09906310821045,-87.86020743276646
157085007,37.0578374,-88.6535369
157085008,37.277743,-83.222315
157085011,39.0296155,-84.4662434
157216003,38.468542,-82.651682
157216006,36.9725701440678,-82.99366541525424
157216008,37.69337415,-85.87885348925627
157216011,37.235684,-83.176967
157216026,37.061720116618176,-84.61859556588834
157289003,38.2441743,-85.5479771
157331001,38.660074,-83.812975
157331003,38.38254066049083,-84.29199050883416
157386001,38.18668170903653,-83.43422432435626
157401002,37.061701,-88.649468
157401003,36.80824445756364,-87.47106788630161
157401004,37.363628,-87.503183
157401005,37.79795401995905,-87.65272532887774
157438002,39.013576292929294,-84.55931661616161
157438004,39.0856378584008,-84.51056422005747
157483001,37.0578374,-88.6535369
157483002,37.08713405166399,-88.6066842613812
157483006,36.82542307924244,-88.65691461919343
157535001,37.478897,-82.5209472
157614001,38.167341,-85.571791
157650001,37.70026086802023,-85.88037471199782
157669001,38.1670275,-85.8309236355106
157678001,39.00839444185342,-84.62532125875725
157711001,37.061720116618176,-84.61859556588834
157711002,37.118162,-84.062729
157711004,37.064159,-85.102127
157739001,36.9725701440678,-82.99366541525424
157739002,36.810091,-83.3141977
157739003,36.6084155,-83.7165824
157739005,37.12002,-82.829197
157793002,38.0215367,-84.54471513503788
157951007,37.689968,-85.881301
157951008,36.977885,-85.913288
158088001,31.3066919,-92.4499566
158088007,31.683348,-92.135128
158662006,29.9557375,-90.0810935
158662007,30.01763448609024,-89.93144505551257
158662010,29.9746719,-90.18904405766928
158662012,29.99626239473684,-90.03501989473683
158662014,29.89049955,-90.17926641887874
158778001,30.20288979591837,-93.21875259183672
158787001,30.4639491,-90.9867789
158802001,29.993577306533385,-90.06569431055159
158884001,29.9551401,-89.96210029450296
159009001,32.5230585,-92.7133493
159027001,32.485717295662205,-93.70794378646126
159197001,30.5024772,-91.1313884
159328001,30.0074608,-90.2303499
159373001,29.9573728,-90.082787
159373002,29.991679,-90.085894
159407001,30.472776,-92.43644378262424
159601001,30.53148064682865,-92.07836631178972
159647001,32.5263599,-92.6478015444252
159656002,29.93752811224489,-90.12694220408164
159717001,30.180904163265303,-93.21847112244896
159939001,30.0290509,-90.0650149
159966003,29.58060325082608,-90.72848851933668
159993001,32.5292946,-92.0738517
160010002,32.019259544464866,-93.70511555339864
160010005,32.54696625252525,-93.77774087878788
160038001,31.752574,-93.1068422
160038002,32.494375,-93.746136
160038004,31.133971,-93.261522
160074001,30.4014536,-91.1099884
160126001,32.522738259012804,-92.08596791651205
160320001,30.493489533549667,-90.10430351946744
160320004,30.0026885,-90.1580275
160320006,33.374752,-86.810828
160320011,30.32258,-97.709371
160409001,30.5268079,-90.11163971120908
160472001,29.592834,-90.696527
160472002,28.020062125,-82.13800220833333
160481005,29.77673881632653,-90.84062502040815
160579001,30.217705182559133,-93.16270677608397
160579002,30.243805095477388,-92.65264386934672
160579003,30.794777,-92.679143
160612002,30.40357320702408,-91.10400734127236
160612004,30.485079613852523,-90.89141015851702
160630001,30.02586215,-90.04423559374789
160658001,30.2165005,-92.0183841
160658002,29.962956444017525,-91.77156990843837
160667001,30.760552621486458,-89.8474850002784
160667002,30.52499937593985,-90.42630308270677
160667006,30.489727169224256,-90.8967582154423
160904001,29.9638897,-90.10922358519306
160959001,44.39407415,-68.21999264324018
160995001,44.78642025,-68.7862528593362
160995002,44.581542,-70.22453328540773
161022001,44.098787,-70.216494
161086001,44.5543275,-69.6417608
161138001,44.8259002,-68.7430605
161192002,44.6780775,-69.6321371
161208001,43.38045125,-70.50362464150174
161217009,44.5471524,-70.54469083872277
161226001,44.6691381,-70.14899413253187
161253001,44.8991352,-68.66637461527564
161253002,44.4187792,-69.03439293722033
161253004,44.709971,-67.45817960717321
161457001,43.45860095,-70.38906723145689
161457003,46.3144754,11.0480288
161493001,43.6678814,-70.258161
161493004,44.8244595,-68.7771884
161509001,43.65567634999999,-70.26084815255291
161527001,43.6768871,-70.3351609
161545002,43.897859,-69.92332607166722
161554002,43.66248265,-70.27592643052031
161554003,44.0769475,-70.1733271
161864002,39.35826,-76.70524
161864003,39.28799296153236,-76.60671708194195
161873001,39.30609215,-76.61660840073532
162061001,39.046952,-76.852328
162104002,39.610585,-75.8324935
162557001,39.45097688037722,-77.41291600855217
162584002,39.643093125,-77.72237575
162584004,39.644880451849794,-77.72486834090567
162609001,39.5586132,-79.3527593
162760001,39.4229618,-77.41891707264057
162928002,39.2962525,-76.5944398
162928007,38.893063,-77.0192052867471
162928009,46.3144754,11.0480288
162928012,46.3144754,11.0480288
162928014,46.3144754,11.0480288
162928015,39.2878036,-76.550531
163028001,39.1754265,-76.8357757
163046003,39.43639005,-76.63226088572077
163046004,39.3637122,-76.6097699
163046005,46.3144754,11.0480288
163204007,46.3144754,11.0480288
163204008,46.3144754,11.0480288
163204012,39.09315255,-77.19979331745799
163204113,39.643093125,-77.72237575
163259001,39.29218373701409,-76.62539984230226
163268001,39.2541842,-76.7130756
163268003,39.09315255,-77.19979331745799
163268004,39.2863246,-76.6058338
163338003,39.643093125,-77.72237575
163408001,39.0006579,-77.0023701
163426001,39.0985195,-77.15878854682828
163426002,38.9838522,-77.020496089126
163426003,39.197692,-77.254443
163462001,39.68056055,-77.3465509414935
163532001,39.3889282,-76.7540407
163541001,38.95723886961839,-76.86988644463239
163657003,38.801368,-76.904553
163851002,39.09315255,-77.19979331745799
163851003,39.643093125,-77.72237575
164076003,39.643093125,-77.72237575
164076004,39.09315255,-77.19979331745799
164270002,46.3144754,11.0480288
164368002,37.80280695,-122.40339320184682
164368003,46.3144754,11.0480288
164368004,46.3144754,11.0480288
164368005,46.3144754,11.0480288
164368007,40.728544,-73.9902271814957
164447001,42.113816,-72.55788180066077
164535001,42.3681574,-71.56614104588989
164562002,46.3144754,11.0480288
164599001,42.26886835,-71.7777876662866
164614001,42.2540045,-71.1090513
164632001,42.055796,-72.58419180850242
164748001,42.346548850000005,-71.0895216263719
164748002,46.3144754,11.0480288
164748004,40.7664193,-73.98944189440215
164845001,42.3545918,-71.06271390533647
164915001,42.33986237542706,-71.13285091780924
164988001,42.3496881,-71.1001848
164988002,42.333824,-71.07354
164988005,46.3144754,11.0480288
164988012,41.6918646,-70.33658324864206
164988014,41.7000515915493,-71.15671505633803
164988015,42.522784,-71.27355269891372
164988016,42.23668645,-71.80702483708313
165024003,41.6782999,-70.96639878981024
165024008,41.6632356,-70.19626960545068
165112002,42.39297875,-71.04056891023514
165167001,42.3813909,-71.0726639
165167004,34.080545,-117.575617
165167005,42.70259459028933,-71.15193639664233
165194001,41.6918646,-70.33658324864206
165194003,41.65097395,-70.289358432813
165194004,41.9888626,-70.9592204
165255001,42.4935629,-71.1372098
165264001,42.2606988,-71.05851873895253
165495001,42.3138149,-72.648721
165556001,42.3907515,-71.081841
165608001,41.69991685,-71.12460007666203
165662002,46.3144754,11.0480288
165662003,34.09812598979592,-118.31858803061225
165699001,42.55504,-70.85058
165699002,46.3144754,11.0480288
165802001,42.355367900000005,-71.07373780610305
165884001,42.34596325,-71.07010067833009
165936001,42.5888528,-70.8203006
165945001,42.61242525,-70.84509468854725
165945003,42.3275942,-71.08273181997622
165945004,30.2416348,-81.595724
165981001,42.59961145,-72.63135291423222
165981002,42.58835855,-72.60143173425548
165981003,42.33100555,-72.65897460302148
165981005,42.5975399,-72.52201012980035
165981006,42.5959288,-72.61351559524593
166027001,42.37444945,-71.11829035
166027002,42.37444945,-71.11829035
166027003,42.5064082002102,-71.30056471811994
166027004,42.30736115,-71.12080302148254
166027006,42.5317621,-72.18982793821456
166027008,46.3144754,11.0480288
166027009,46.3144754,11.0480288
166045001,42.3358735,-71.2418521
166133001,42.1951812,-72.65146552001856
166489002,42.3786806,-71.1235882
166638002,41.29363105,-70.0409849506302
166647002,42.2923145,-71.41411201381217
166656002,42.2644281,-71.8004356
166656003,42.99515116342962,-71.46344843201163
166708002,42.12152205,-72.60300615153007
166823002,42.1838911,-71.10082553379684
166850001,42.6694004,-71.1233602
166939001,42.255694,-72.576524
166957003,42.54790525,-71.75763370464021
166957005,42.5974358,-71.80761197366103
167039001,41.67193765,-70.9251727581659
167057001,42.34116229999999,-71.08607494986266
167093004,42.2871844,-71.12797594044616
167215001,42.3508011,-71.0665318
167297001,42.3628476,-71.05461395351136
167312002,42.46042265,-70.94311477866029
167358001,42.34016,-71.088898
167358003,47.6226672,-122.33752923980992
167358005,46.3144754,11.0480288
167358006,46.3144754,11.0480288
167358007,46.3144754,11.0480288
167358009,43.6614853,-70.2467252
167358010,37.7833129,-122.1818531
167376002,42.70719405,-71.16765893669229
167376003,42.774135914298014,-71.08028327828835
167394002,42.59470585,-71.98246220935815
167394005,42.1951812,-72.65146552001856
167394006,42.45631317221742,-73.28117478182213
167394008,42.26125385,-71.80222186224395
167394009,41.997405,-72.5700428378236
167525001,42.2518811,-71.0033241
167534002,42.26125385,-71.80222186224395
167534003,42.0823491,-72.00628675666275
167598002,42.37661686206896,-71.26688582758621
167677001,42.34392815,-71.16274899580237
167729001,42.5023994,-70.890344375723
167835001,42.32005125925926,-72.63912177777779
167871001,42.0099394,-71.081794
167987002,41.6160102,-70.9194529
167987009,41.65719,-70.98886
168005001,42.3589785,-71.061772
168005002,46.3144754,11.0480288
168148002,42.3499675,-71.0621085
168148003,42.244495650000005,-71.67885393685751
168148004,46.3144754,11.0480288
168218001,42.2937406,-71.3073429
168281001,41.9670817,-71.1830931786674
168342002,41.3595746,-71.9639484
168342003,46.3144754,11.0480288
168528001,41.89849465,-84.06083239910039
